WARS,STMN1,SDCBP,CST3,SOX4,TGFBI,AEBP1,COL3A1,TSPAN7,RER1,MATN2,IFI27,S100A13,LYN,DBN1,CD93,SIRPA,C1QB,SMARCD1,SSBP2,MAP3K5,MPO,P2RX4,JADE3,BCHE,MEOX1,CTSG,EREG,ADAM28,NPY,RHAG,ARG1,PF4,APMAP,CEACAM8,CCR2,DEFA4,MMP8,CRISP3,NAALADL1,S100A11P1,PSMA6,ANXA2P2,THY1,SLC1A5,CES1P1,SPP1,SEC31B,GABPAP,IRX5,DNTT,IGHV3-23,ATP6V0A1,GPS2,GYPB,ZNF423,ADAM10,TRAF3IP2,ABCC6,ADA,SCNN1A,ENAH,MED28,LPAR6,TMEM106B,DPPA4,L2HGDH,CD244,ARPP21,VRTN,FOXRED2,ASTE1,SEMA4C,PRR5,target
8.46969590283123,9.05710545569846,8.39341093098228,7.83706677231524,12.1005759656999,5.94984998298856,9.35942383520451,6.13802375974622,6.15032170392198,7.11427529216943,4.53532730240324,7.12253466626159,7.82649609005604,7.53735875665116,9.18390262828891,6.35828111019815,6.19133881294303,5.77360588951042,7.48976670907967,9.82590403223923,6.45464712371655,6.29896773895388,7.41277025027057,5.36402343787763,4.23790445592013,4.19156232771496,7.41704731568217,4.40232059419951,4.61232227626114,11.2462074720398,4.53139756231682,6.04409199930721,7.28828577381282,7.7437966002809,5.51269778110198,5.88923017753501,8.0519937975607,5.9725603928109,4.55135663118767,5.31989099831697,7.05432248941041,11.7442202106557,8.19592168253624,6.8075523680106,8.34134629476385,5.86143274396012,4.68839802001075,7.31208905756162,6.3716822102483,5.40223928218104,10.2962352599132,6.55594265971248,8.00224812458528,9.19264821140364,6.55697987199635,7.06716897755753,5.12403574433845,10.2943836969113,6.5796758963737,9.55007589394949,6.26555923354441,5.41932044577789,7.77160363712759,9.01499479383023,5.06531984538229,4.75140295796774,4.69105646843309,6.65884393721664,6.46781884182028,6.97640005295131,7.30392330311476,6.27177266525191,6.67233587270821,7.59747508307724,1
10.0263,10.0329,10.9168,7.67451,12.6283,5.80283,9.24145,3.69934,10.5103,9.62144,4.95131,5.78739,6.0029,7.77705,10.6912,8.84059,6.50978,6.8874,7.62867,11.049,4.80225,7.02713,7.00534,7.93474,3.1849,3.91268,8.16688,3.71639,4.41509,4.36264,3.05344,7.50767,6.64678,8.59078,8.36011,5.29679,10.5841,9.54559,6.57632,4.26136,8.81843,13.0797,8.57019,5.23043,6.33554,5.12205,4.20721,7.6035,6.34989,8.28757,13.3301,5.34703,6.23573,7.73881,5.70436,4.63181,6.15762,8.93951,4.11903,12.7799,5.44612,7.795,7.70315,12.1765,4.71536,3.07404,5.00097,7.406,9.65939,5.76109,6.5585,7.95351,5.47945,6.38958,1
7.77801,10.9169,9.30495,5.1994,12.3256,5.06401,9.11422,4.13072,8.27565,7.48747,3.19644,5.814,9.42199,6.34553,9.84849,6.83632,7.23171,4.38741,7.0102,11.1344,6.87754,7.86942,7.89097,8.14986,2.80874,3.8284,6.71541,3.31366,4.3686,10.1582,3.86076,5.5732,5.53579,8.45058,6.99597,3.42713,7.0917,6.81382,6.21647,4.01701,4.34661,13.1727,7.14014,5.40112,5.98082,5.20587,4.58981,7.66873,7.97597,7.27157,12.6486,5.5715,6.23079,8.2995,5.13007,9.80528,6.82501,9.44655,4.13378,10.5943,5.07505,4.90669,7.44294,11.2446,5.80079,3.1894,4.84079,4.76415,10.1079,5.7051,6.47291,6.65583,5.59355,7.2512,1
7.70708,10.5185,10.0248,7.39525,12.3854,5.0274,8.25292,4.9774,9.25822,9.09753,3.58443,4.84366,8.6382,8.87089,10.1755,7.66867,6.80847,4.44481,7.77503,11.7997,6.11013,9.0999,6.53338,8.22189,2.79064,4.08898,10.5724,3.56819,3.78397,10.1902,5.02703,8.55457,8.43326,8.28225,10.3938,4.47851,12.0883,9.86196,8.41828,4.39693,6.58833,13.036,7.46563,5.29856,6.78093,4.53081,9.37214,7.24951,6.51213,4.44872,13.5225,5.63219,6.17282,7.76456,5.67812,9.97607,6.60012,11.2726,4.1147,10.5512,5.57841,7.49763,7.49835,10.1216,8.41958,3.18875,4.91338,6.06479,10.2866,5.87897,6.60491,7.45019,5.67504,6.80355,1
8.3738948761015,10.1679068044304,9.64478097772832,10.0069664925091,11.9168663635856,6.19399436506826,11.1700544755524,4.88867428216425,6.07766905945388,7.67853869271614,4.03691177639143,5.69520308032394,8.16176287675464,8.7283520259445,10.069180717146,6.02389364855589,5.89564990601209,5.12765674959423,7.63082821761235,10.392603398015,5.83031904114569,8.52312950415603,6.75099759865794,7.50277882965336,3.95697239683248,4.04113731757445,9.77439535731955,4.20866696773053,5.00093434832729,8.83556644936265,4.34757987398262,7.84230807474584,7.34758783251426,8.61454206612718,6.62170675085297,5.53717843451044,10.6525627587815,7.00297162095649,5.95856495392793,5.16363231264047,6.67421063038348,12.1929303364675,8.22605182569753,6.58014698831316,7.73505411129161,5.98751214501658,9.57626826502438,7.17597079335823,6.07505687819274,5.91137518012002,11.9560414484959,7.14768741345544,7.68233830717297,10.3011122314473,5.88760907322526,5.54730674203597,5.82045225584506,10.479808825401,5.90362471964488,10.0882199911312,6.36507107892685,6.95172257222663,8.13069188922834,8.78644979298825,6.50389105704422,4.41933118148302,4.69194097456315,6.46442554064993,7.1271730800517,6.56430618544962,6.58007581580319,6.15897706692528,6.89775927130369,8.68046227942658,1
8.81397067307669,9.93019374784735,10.0967783380168,7.51713929645608,10.9130256866598,6.86467710465494,7.06624240102647,4.99819740012921,9.90903773933418,7.99418180589906,4.48025067453905,5.90730048530747,7.50107819324973,8.2345067905827,8.95815252308137,8.99427350461429,8.07830628059221,6.1958475545333,7.47699788695711,9.45987824441778,6.8975489161825,11.1555693601278,7.50560074843017,6.06111167390286,4.11612125181422,4.26223047287926,11.1923855929147,4.20501211994929,5.29055436203257,7.76573488314948,4.50526760353223,10.1558486001606,6.86763430635829,10.467838657847,10.4737934878857,7.16469950388464,12.047357268517,12.2892792235,5.86307771213505,5.46372789196865,8.59005351867046,11.7481641183921,8.27122201291648,6.30118461958276,7.74193210640229,6.07110004601335,5.23778536637633,7.87411613939439,6.36552537468038,6.29923762035128,11.6930960114524,8.04630838744168,8.22697778858325,8.47060472761587,6.48187210412054,9.18478188245813,7.67665809809177,9.78081866893396,6.01322830090603,9.38121345835701,5.93237358690272,5.42129332608855,8.00726339295958,9.58969219360308,5.61727196992833,4.64672429569051,5.09092466508809,7.1224103177504,4.73324586344996,6.31649717370712,6.77243532556673,6.6941935460254,7.51361924026529,7.36249578686313,1
8.80921,6.50806,12.0893,9.70198,6.20239,9.9161,6.07578,4.36742,4.14794,9.27809,3.55352,5.8955,5.93688,10.3603,6.56924,10.0081,9.249,4.27684,6.66115,6.95896,8.43048,5.43646,8.05726,3.86068,2.89946,4.93102,4.88048,4.11828,7.12237,4.4014,3.90234,5.90397,11.5542,10.4589,5.31719,9.27483,7.08904,4.93735,3.75445,4.96699,10.0073,11.1701,9.73301,5.71538,6.75215,5.59147,4.99537,7.01035,5.32098,4.43923,4.65249,6.19168,8.33942,8.20637,7.40538,4.121,7.63137,6.92707,5.08984,8.68691,5.85874,3.67046,6.80663,9.68779,9.48539,3.47766,4.85119,7.76718,4.28939,6.08535,6.105,7.67198,7.73059,8.18749,0
7.88645,9.64097,10.4456,4.60985,10.9411,5.79666,7.0354,4.02794,7.34828,5.58952,2.92909,6.33256,7.98434,9.25099,9.85254,8.37695,7.19616,4.5185,8.16035,8.59215,4.45794,6.15574,5.87204,7.06828,3.00039,4.98687,6.4284,3.92851,4.68143,11.003,4.11981,5.13424,5.20284,9.02604,3.93008,4.22241,8.68985,4.71113,3.58839,4.43492,5.17915,12.0986,9.53397,5.775,6.78898,5.383,4.29406,8.64806,8.63388,4.89425,11.8225,5.62194,7.41475,8.09916,5.36226,5.39418,4.06477,9.70511,4.34077,11.0046,6.53154,6.6089,6.93651,9.60889,4.45461,3.53457,4.73983,5.42033,6.9421,6.37452,5.92943,5.22268,6.59237,5.53828,1
8.71110742068326,9.16164123698701,10.4927180870256,8.4126302841061,10.1042638608916,8.04520218358121,9.19109119779623,5.89971607125636,7.98648131080263,8.0936989361848,4.44673831067827,5.50366604434304,7.28501668530116,8.42054375565929,8.0164119853083,8.66623948644772,8.40123160140795,5.85536150989327,7.41558946999749,9.09209781176755,7.13129378793755,12.0650883098326,7.03844745879791,5.75535731629281,4.77040250139305,4.32603844850588,12.4408018619097,4.64750518244214,6.04441316662874,6.38492673823693,8.46445499366311,10.935450856839,10.0984546228807,10.8689170280889,11.8947962156024,7.96083477168774,13.0937317944607,12.3694105025244,10.2337413194756,4.88588644629435,8.45546532400239,11.5206285380147,8.55581269519493,6.44057618670828,7.80207187656794,6.87746208459224,5.1203819312417,7.22997095119076,6.21720724321244,5.07977036869239,9.78383632462299,9.02507507181659,8.87933175939692,8.19887245050873,9.47816875920525,6.0651548760947,7.67399416360555,8.49262203062153,5.60308779841093,9.28350958644507,5.5407312400309,5.55775068512612,7.51314320701494,7.76633289624795,5.47283700712626,5.21485649517846,5.10756290431787,7.16547477594588,5.11572953929213,6.64132029198193,7.18930175068576,6.49441733193954,7.52334067749912,7.86933223097098,1
7.13217,11.3511,10.5875,6.35833,11.4137,6.64654,8.07846,4.63076,7.75288,6.57816,3.31709,5.42191,9.67629,7.76486,9.27367,6.68863,5.63437,5.42527,8.53353,9.44163,4.56898,11.0811,7.64002,5.39527,3.01506,4.47147,6.47027,3.83473,5.15298,11.3252,3.30141,5.02216,6.54998,8.14217,3.34763,3.75169,5.91365,4.14279,3.09834,4.78203,6.45179,12.7851,9.57053,6.30953,7.18942,6.2365,4.79292,5.9334,7.52515,4.8626,12.6271,7.14321,7.35481,8.67387,5.14553,8.53403,6.26287,9.45882,5.07489,10.9309,5.55914,5.7614,7.58867,10.7452,4.86736,3.18268,5.23149,5.55042,4.47857,6.36242,6.25708,5.29128,6.24824,6.382,1
7.01996,8.9666,9.83584,6.09368,11.187,6.03463,7.19931,4.52484,4.34375,5.88932,3.09375,4.86098,7.26757,7.29209,7.7664,4.92749,5.56845,4.35252,7.93564,6.56332,6.77359,5.27464,7.2324,5.02775,2.96994,5.22153,6.40273,4.10543,5.5473,11.0409,3.28194,4.26478,6.04487,8.025,3.6531,4.55054,6.30692,3.97956,3.26845,5.00035,6.85253,11.705,10.2583,6.43826,7.30044,6.28256,4.37022,7.06596,7.21575,4.49103,9.45099,5.3294,7.07648,8.67983,5.72794,6.29063,6.15898,9.34921,3.8404,9.96519,6.4257,5.62208,6.48694,8.13988,4.58826,3.4137,5.68203,6.09371,6.8246,6.87284,6.48917,5.81874,6.00476,5.99905,1
9.80170103850899,6.8303618696418,11.767086849064,11.0968049684748,6.35866019197364,9.85418915243964,6.40100888583631,5.16702893778863,6.01322882595388,7.73168118785046,4.09864720319262,6.09727169722062,6.62425427781244,10.6532503790414,6.82952604010405,10.737378290888,9.58390274041525,5.79381653148388,7.2359775087321,6.20479854581441,8.33271672643202,5.93655390242594,7.48949281981267,4.6688473723527,4.10335303478351,4.28101860407709,7.08359809437481,4.17395444597589,6.49621210876911,6.04652580883074,4.65787298890519,8.03594937348793,11.1092855446303,10.7912032978599,6.20744904651777,9.61393731332591,8.70159542845304,6.20253524808399,4.40782676685946,5.62553467570627,10.0096248763523,10.1540549899133,9.71209144350491,6.74901960356067,7.36887943988591,7.22588137633098,4.71487259604607,7.77187146603198,5.52013640224753,5.44821393052362,5.32488048049725,7.20806042670212,9.05362937171918,8.11256997778715,6.0787708768342,5.20329429051425,7.11215655110831,7.64951916590288,6.03280162309622,7.2104091807364,6.64296560917322,4.8854874965465,7.38335681622065,8.07332543525393,4.55975504952645,4.3880839430233,4.63974342251765,7.95133306549448,4.5777306382726,6.54947313404504,6.70608823618421,7.04756026179729,7.61952557434251,8.13182085401059,0
8.00884,10.972,9.81482,7.17394,12.1955,6.28047,8.54536,3.96723,9.8097,8.41693,3.18956,5.09025,6.55419,5.92983,8.37082,4.33636,5.31235,4.28931,8.18367,9.25308,5.08286,5.25454,7.08659,6.88477,3.07236,4.75071,7.20513,6.53624,4.90385,5.63612,3.20972,4.40936,6.15567,8.72641,3.19483,4.08504,5.51895,4.08101,3.07351,4.65415,7.41403,12.6787,9.48604,5.8381,7.27242,5.3797,4.23898,8.16438,5.88799,9.06913,11.7453,6.25151,6.9481,10.701,5.33298,9.03828,5.09613,7.47329,4.28878,11.9809,5.63473,4.24095,6.97145,10.0628,7.27023,3.39944,5.51572,6.03534,7.08709,6.35026,7.09459,5.60518,6.08919,7.49912,1
3833.07848804955,1288.18604907715,6122.3615397993,6621.62616009189,682.674203940187,6493.86576201111,896.930323831575,0.0,3.76052851188088,3449.33441758208,46.5133983443278,18.3548872940435,84.4236221168808,5822.40591367694,433.775634835246,5936.80837448454,3462.02140307519,26.2888452125699,2124.54508468244,1117.72617144427,1458.75636085606,84.9122241590958,1097.68173502999,64.7693074090668,0.0,39.7658688435629,4.36060224342604,204.823897191325,1576.81958739923,0.0,0.0,69.2148432495807,1310.8626732936,3006.87259980863,49.7950427246299,3652.20310048092,6.41008642197359,22.6321338561586,8.67926628545037,248.022920977104,0.0,1499.45544262364,0.0,0.0,1110.85278299811,2.89796927637135,0.0,3347.26784654084,2.1366954739912,0.0,24.4606316187728,516.011956968874,1225.78338129432,2224.67555156247,1.71735763337546,0.547090748876457,4290.77373351353,503.387864966736,165.803266254713,1140.03316311481,74.8924984609724,86.360031208485,4251.99350065499,2508.34610816503,1862.56405098658,135.189427743128,376.93589977487,1630.75866749591,11.1476102212114,2.09853235174339,301.247929273545,637.453394999236,1406.72937550465,1082.00025267406,0
8.26548,9.05694,9.42205,4.31744,11.9147,5.66846,9.87415,5.0697,4.02509,8.51564,3.7734,10.8548,7.18119,7.65779,8.36177,4.79917,5.14078,5.12912,7.51215,10.2608,5.3225,6.72254,6.16711,6.8331,3.07018,4.73389,7.13475,3.97329,4.94213,4.90642,4.83582,4.97616,4.60086,7.43491,3.70639,3.54065,6.36427,4.61809,3.3998,5.02787,5.59068,12.7577,8.36619,6.07913,7.23088,4.60254,9.2581,7.92695,6.49598,4.33321,13.1962,5.5037,6.83864,9.186,7.32782,7.66178,6.57009,10.8882,4.31809,11.1051,6.36422,5.34647,5.78914,9.40308,6.54714,3.57823,5.31059,4.78904,7.09735,7.09735,6.28547,5.6376,5.43536,5.73857,1
7.57482858339544,9.25878895215446,9.13277537345911,6.61013290395737,11.4359490888128,6.34815437758831,8.14641430373119,5.17512472970791,9.51117783198304,7.60078595907057,4.13099721849483,12.0583742565388,8.07402705445407,6.92344989884463,8.44983400080401,8.97098282610545,7.89748626431335,5.67547312149585,7.44934017886465,8.36487178992188,6.65029736231821,7.49608411650441,6.88338814718702,6.28398223855603,4.30253643044867,4.25938429033391,7.80951789960912,4.07348698922429,5.24702595008566,10.0952752839112,8.47014090728582,7.15879649949011,7.63088447211794,8.38145890128177,6.28461686980513,5.85085467912728,8.60411971218726,6.31740217149036,5.08613572425055,5.03460785718912,7.10531313980175,12.3276123800321,8.69984049674517,6.4438129603879,8.45920260408899,6.37175120133347,5.05911567339923,7.71574901649022,5.63484353871484,5.0302788678904,11.9175076762226,6.47386873691037,8.50448176623378,8.03082280775043,9.92230046478024,7.64284740699419,6.56866446658627,10.6919718813326,6.09658933967006,10.2338720025374,6.572533739466,4.94049405641594,8.23676340968344,8.74906330189661,6.5406821672429,4.43798584770889,4.85245858022111,6.95735457274316,5.83339943304241,6.50618815370559,6.79363894188254,6.744675295428,7.11667277833351,8.06465133873929,1
6.38708,10.0837,9.34129,7.39561,10.6743,6.21521,7.30242,5.07652,9.22582,7.86121,3.27442,7.10067,7.72188,6.11587,9.72944,5.86849,4.77294,4.85155,7.69334,11.1957,5.28659,5.19297,7.06455,6.95241,2.7727,5.02783,5.93098,4.03257,5.36622,10.4803,5.33474,4.78357,6.37214,7.40472,3.48481,3.89153,5.06296,3.91957,3.13134,4.58204,6.62449,12.3279,6.71242,6.09468,7.20686,5.97637,5.29701,6.84268,5.96172,6.19211,13.2759,5.92342,6.5252,8.60356,7.06313,9.33934,5.65633,8.78286,4.46692,9.8179,6.84833,5.91611,6.13899,10.0227,6.37785,3.11796,5.49593,5.43325,10.3106,6.94949,7.27976,5.66735,6.18951,5.45935,1
6.3399,8.98581,10.2767,5.35155,12.3017,6.70378,7.76436,5.6912,7.80982,6.81297,3.35987,5.13969,9.24853,5.98956,8.51054,8.38697,6.85719,5.17574,7.9414,9.93194,5.04821,7.52501,7.39318,6.40706,2.70489,4.15725,8.62851,4.39653,4.52058,10.9172,5.15613,6.30203,6.91339,7.80044,4.91496,3.96415,9.04739,5.24114,3.88482,4.91057,5.84193,12.5876,8.19553,5.93934,7.61601,4.9152,7.00394,7.37475,8.2633,4.38081,11.7095,5.81662,6.08966,7.41036,6.68663,6.86722,6.53176,9.4663,4.26618,10.5779,5.94004,6.91619,6.48006,10.634,7.01418,3.25965,4.8107,4.69244,6.91187,6.44235,6.15888,5.77094,5.64963,6.59295,1
8.78284,8.7502,8.84469,5.78487,12.1662,5.60104,10.0709,4.26069,3.91798,9.26641,3.16631,10.3313,7.20758,9.10244,7.64612,7.27227,4.76591,4.13977,7.3319,10.6973,8.52731,4.74518,7.77876,6.87042,3.16332,4.35001,7.70178,3.83305,6.37562,9.84772,6.28508,6.12124,5.45715,8.86986,3.82055,3.78727,5.73544,4.48752,3.79609,5.01252,6.0594,12.4915,9.53539,5.67705,7.08429,5.13391,4.44501,7.63445,7.11013,8.15937,9.84224,5.46003,6.9616,10.7275,8.69767,7.70241,9.20308,10.3611,3.33005,11.5662,6.07867,3.89595,6.74915,10.0894,8.76668,3.55205,5.34356,4.84042,9.56185,6.23295,6.3265,6.98262,5.34494,6.02994,1
9.30414,9.48707,10.3266,5.51189,11.4472,5.37507,9.21139,4.68041,4.05745,7.62334,3.72482,6.26174,7.88821,7.25556,9.25636,4.22403,5.56803,3.9678,8.12758,9.95088,5.02837,5.43347,5.67376,8.16885,3.04745,5.04056,6.01707,4.05514,4.65764,8.41469,4.53452,6.01175,4.87068,9.74693,4.55596,4.33139,8.40366,6.57804,5.42,4.33284,4.85342,11.8707,8.94165,6.23005,6.06431,6.3393,4.70159,8.22737,7.04543,4.84004,13.8573,5.8081,6.87539,9.07973,6.22526,6.39398,4.61224,10.477,4.35301,11.585,7.4377,5.55401,7.46424,9.13866,5.0561,3.3895,5.83437,5.68186,9.24632,7.12769,6.71406,5.23266,7.49203,7.01886,1
10.3695,9.29175,10.8472,9.84982,10.3608,8.06429,10.2831,4.47119,4.36197,7.60766,4.01469,7.69151,7.10292,10.2949,7.60325,7.00828,7.43941,7.89027,7.93664,8.75797,5.3928,9.91189,7.39456,4.30626,2.84678,4.29293,10.3403,6.47862,5.45865,5.53727,8.88895,9.9653,7.47108,9.2826,10.0142,4.24612,11.887,10.9999,8.88196,4.7175,8.51568,11.8353,9.63486,6.36399,7.44867,6.08531,4.56539,6.5883,6.50596,5.94048,6.63046,6.72823,7.99272,8.17585,9.41169,3.85786,4.33318,7.08934,4.61483,10.1797,7.01741,4.28164,6.18952,6.48592,6.21041,3.72972,5.29535,6.81341,4.42289,7.29874,7.00906,6.08804,6.53965,6.87234,1
7.10914,8.44437,7.4614,6.21526,9.77534,6.23066,10.7133,5.80441,4.13794,7.23852,3.77578,4.92507,7.95472,7.51175,8.67235,4.48295,5.9103,3.53514,7.50989,10.0626,7.40136,5.92459,5.69716,6.69415,3.19962,4.85141,6.51699,4.43519,4.41055,9.96986,4.21802,4.34972,7.18921,6.91937,3.83971,4.08832,5.8009,3.80213,3.19178,4.64459,6.93429,11.1462,7.60077,6.20103,5.83835,5.37434,4.36466,7.62683,6.23272,4.56534,5.25782,6.52918,7.74615,9.53382,6.93021,7.54095,5.85382,7.88579,4.48156,9.26944,6.55394,5.66604,5.85777,7.19536,6.7722,3.41953,4.74947,4.97125,8.37872,7.04057,6.55293,5.94983,7.87507,6.72247,1
7.40499,9.38121,7.4349,5.91512,11.9081,6.02047,10.8236,4.76376,6.37761,7.47054,3.19866,9.69835,8.85031,6.16524,8.84776,5.408,5.07265,4.34608,7.87883,10.2641,5.92713,11.3664,7.02691,5.53449,2.95987,4.23641,5.79293,4.66548,4.35359,7.2666,4.80954,4.64334,6.73008,8.22406,3.61972,3.8767,5.25363,4.70168,3.36192,5.64473,6.43538,13.0489,7.22724,5.86412,7.45964,4.97596,5.059,7.93832,6.52627,6.5441,12.4447,5.79647,7.15295,9.59415,6.89597,8.29417,5.66479,8.58684,4.1226,11.2809,5.9069,5.97524,5.80144,8.23715,6.4771,3.86683,5.34952,5.3044,8.14561,6.17025,5.83412,4.83155,6.16364,6.9139,1
8.38808215704223,9.70660859352444,8.57539330395975,8.35244183553349,11.0344434970533,7.12695622193884,10.967354434254,5.54580696352849,8.73230022223941,8.34515900257639,4.03770766996732,11.4355092137027,7.28329104744653,6.93779178277661,7.8735988466853,7.52989338129532,6.02200160636475,7.37344657470819,8.18720961116347,8.92853787495753,6.28450714657935,9.39762857743202,7.81173835676693,5.24571817137913,4.00924501073262,4.21816883892555,7.48605348908372,4.07893971795047,5.73760472671876,11.8782989609859,6.7612804486459,7.09631863841428,6.49375785962249,8.97863880335454,4.70119101843835,6.97870302128617,6.35882380960062,5.84351891180741,4.06869930073654,5.56902156206498,6.89588686477212,12.1914808939067,9.02986599283162,6.77377900462045,8.75500624772533,6.538252439313,4.8750589641477,7.40462184811183,5.59652032558112,5.24292399904325,11.5911870179653,8.08198389402111,8.41169295804502,9.0331435642977,9.49560234221554,4.78458533853501,6.96269055656547,10.0591037461909,5.79316394783348,10.8695533575283,6.61016021430585,5.62389101041618,7.54080685777296,9.29475423562398,4.99890150312009,4.63910792424477,4.70790175256697,6.96944759115089,4.68142199175797,6.6865574710465,6.7698893426287,6.91692423264196,7.03135873034238,7.63888679926834,1
8.85267,10.7828,10.8692,7.72267,12.6938,6.15418,9.33721,4.34274,9.37894,8.3805,3.35264,4.76521,6.47784,8.2364,9.47042,5.35627,7.11438,4.46933,8.04298,11.0641,6.81085,8.37416,8.14443,7.17321,6.40132,4.50525,9.8792,6.21592,4.94409,4.58806,6.93053,10.2708,5.12307,9.59023,11.2064,3.68115,11.8811,11.8679,10.4346,4.80473,8.2136,13.3037,7.65836,5.65356,7.38978,5.47385,4.5315,7.71093,6.94803,8.01022,12.8131,5.93387,6.74611,8.58096,6.42336,3.86275,7.77151,7.61785,4.16561,12.1389,6.51579,3.86997,7.06871,11.5293,3.98285,2.94285,4.8311,5.17354,8.66218,6.18402,6.64823,7.50229,5.75836,5.80002,1
8.80696,11.0771,10.0123,8.25924,11.987,4.97577,10.585,4.18175,9.07348,8.53713,3.31747,4.99303,6.61406,5.58875,9.2192,7.02625,4.76849,4.12726,8.5699,10.5352,5.1775,6.12015,7.29883,7.42016,3.10795,4.26912,6.93323,4.00001,4.46625,4.66578,3.13506,3.85934,5.88478,8.91785,3.39796,3.82159,4.65709,4.59525,3.33415,4.87209,6.7061,12.8671,9.1653,5.88979,7.01796,5.0014,4.22225,9.88791,6.63986,8.36606,12.9049,6.05859,6.78225,8.10978,5.2872,4.18279,5.67944,8.31765,4.70921,12.807,6.53689,4.32022,5.13679,10.7281,6.43054,3.13099,5.52961,8.10991,8.7938,6.10554,6.67346,7.49655,6.15135,8.27788,1
7.56047,7.97027,8.77011,6.99512,10.7467,5.99743,9.82222,4.94367,6.91114,8.14377,3.30128,8.31911,8.2875,8.59795,5.39618,7.52629,5.72549,4.26424,7.88559,9.14843,8.32394,7.3208,6.5247,5.50737,3.18704,3.85086,6.94058,5.0986,5.0302,6.48943,6.97949,5.21259,5.46951,8.81586,4.03548,5.04151,6.69916,4.58651,2.99787,4.39707,6.33698,12.4074,9.26085,5.77389,7.35075,5.47414,4.23056,7.37013,6.62303,4.14019,12.6793,5.21477,6.28812,8.60256,8.22221,8.67909,7.29574,9.62077,4.12588,9.68333,5.20259,6.20747,5.85401,8.93529,6.73418,3.87535,5.33095,5.96965,5.92805,6.19075,6.47672,6.10462,6.05107,6.30832,1
8.28665193632388,9.92689387380701,9.23234450832765,6.13432099165879,11.3020663891916,6.02442634614838,7.61260049574215,4.99373707556477,6.04691086905106,8.15158043767009,4.04348184229095,5.96586824750626,8.04704904894472,8.27615468725578,6.69484315085879,8.84744013713452,6.90081705043975,5.69339502893981,7.43212794646641,9.36084319389102,7.19518340490643,9.38857896259976,7.33959139257749,5.30114940061458,4.08862659221644,4.1897860505913,10.1953061524711,4.05252942772278,5.10959528603091,9.74051286368953,4.70919948395779,6.2420535384982,7.65129217799464,9.26701641213145,7.0584441880785,5.86645365664346,10.0306138851523,6.10686203668264,4.8157942480433,5.18326686288766,6.60363929676834,11.9852641652138,9.89908495751587,6.4831358603781,8.36475837767181,6.52439342546154,4.80838640894701,7.95959545470631,6.05186139278765,5.83846667256641,11.2902980403661,6.17820308129995,8.15585435254793,9.41765968782523,6.78909193754794,7.84076858873996,6.54570293445642,10.3982459959794,5.9810914445771,10.1394654588374,6.51933644763343,4.77336154223517,8.50723961006129,8.1736704160012,4.87477667477272,4.47456404664077,4.64350119265676,6.81408809858636,5.05216695154858,6.70111656944664,6.89214405743659,6.45340475731149,7.12836760191285,7.92735012033038,1
7.99534,10.0706,8.93262,6.01582,12.8689,5.6076,9.33817,3.94239,5.38976,9.13903,3.24627,4.8888,6.72774,9.26178,9.37747,9.67414,4.92818,3.74687,7.65473,10.5389,8.24879,6.3575,8.70237,8.06846,2.86568,3.84037,7.50448,3.59893,4.67631,7.82808,3.25051,3.91339,5.16739,8.98672,3.77885,4.09378,6.20853,4.27583,2.98259,4.37904,6.84009,12.8619,8.72915,5.38044,7.74679,5.03524,3.93694,6.54135,7.4966,4.91691,12.7107,6.10109,6.66843,10.7345,4.58632,7.61038,9.72672,11.0897,4.04067,11.3865,5.80948,4.50483,7.76456,10.5222,9.21949,3.08051,4.98551,5.62884,8.17882,5.92341,6.29944,6.2354,7.25594,6.7706,1
7.12082,8.51998,8.95326,4.92634,11.5812,5.29185,7.42562,4.75983,6.74428,7.34856,3.174,4.7917,9.00948,6.65995,7.57215,4.74202,5.14285,3.66654,7.39742,9.68463,6.424,6.45151,7.5199,6.89518,2.97463,3.92849,5.24603,4.17669,4.42338,6.34249,3.81275,4.54272,6.2517,7.00462,3.7516,4.31711,5.07426,4.93888,3.05991,4.78679,6.15315,12.1514,7.85638,5.60894,6.8769,4.5027,4.83044,7.80759,7.25704,4.53122,12.7268,5.22464,6.95573,9.53493,5.94228,8.70016,5.96058,9.53687,4.1828,10.5176,5.65458,8.20849,5.73956,10.8678,6.2611,3.52736,5.22354,5.31877,7.71713,6.40941,6.22811,5.47577,6.01416,5.7789,1
9.17173,9.80355,10.0517,7.08773,11.3035,5.17418,10.5962,5.3577,4.15798,6.62173,3.21564,7.58083,6.76257,8.34227,9.54649,5.86576,5.96421,3.92768,8.23347,9.82328,5.93346,5.68821,7.10989,7.32176,2.86513,3.88158,6.90128,6.07517,6.99469,8.27506,5.70588,5.26872,7.04664,8.34596,3.32416,4.0773,5.44741,4.52691,2.80746,4.81893,6.25527,12.2353,7.95954,5.55802,7.33958,4.70827,4.676,7.29196,7.09565,3.93016,11.9282,5.01067,7.25383,8.95953,6.93155,8.81347,7.69646,9.56903,4.24939,10.4279,5.64755,5.62153,5.31227,7.26199,7.9162,3.60061,5.12317,6.46706,9.04125,5.21434,5.98019,5.26515,7.56606,6.69246,1
